"A_1" "A_10" "A_11" "A_12" "A_13" "A_14" "A_15" "A_16" "A_17" "A_18" "A_19" "A_2" "A_20" "A_3" "A_4" "A_5" "A_6" "A_7" "A_8" "A_9" "B_1" "B_10" "B_11" "B_12" "B_13" "B_14" "B_15" "B_16" "B_17" "B_18" "B_19" "B_2" "B_20" "B_3" "B_4" "B_5" "B_6" "B_7" "B_8" "B_9" "C_1" "C_10" "C_11" "C_12" "C_13" "C_14" "C_15" "C_16" "C_17" "C_18" "C_19" "C_2" "C_20" "C_3" "C_4" "C_5" "C_6" "C_7" "C_8" "C_9"
"its" 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139
"leaves" 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457
"moments" 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457
"often" 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457
"on" 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457
"or" 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139
"own" 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139
"personal" 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457
"sky" 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.677966101694915 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457
"solace" 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457
"unique" 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.680272108843537 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457
"vibrant" 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139
"whether" 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139 0.662251655629139
"activity" 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457
"autumns" 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.340136054421769 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.338983050847458 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457 0.33112582781457
"b" 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1.01694915254237 1.01694915254237 1.01694915254237 1.01694915254237 1.01694915254237 1.01694915254237 1.01694915254237 1.01694915254237 1.01694915254237 1.01694915254237 1.01694915254237 1.01694915254237 1.01694915254237 1.01694915254237 1.01694915254237 1.01694915254237 1.01694915254237 1.01694915254237 1.01694915254237 1.01694915254237 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
